position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,78.518,1279,11230,2026-09-04T19:45:10.951936Z
2,12,78.811,1279,11230,2026-09-04T19:45:10.951936Z
3,6,79.303,1279,11230,2026-09-04T19:45:10.951936Z
4,16,79.327,1279,11230,2026-09-04T19:45:10.951936Z
5,81,79.38,1279,11230,2026-09-04T19:45:10.951936Z
6,1,79.475,1279,11230,2026-09-04T19:45:10.951936Z
7,44,79.478,1279,11230,2026-09-04T19:45:10.951936Z
8,30,79.994,1279,11230,2026-09-04T19:45:10.951936Z
9,41,81.247,1279,11230,2026-09-04T19:45:10.951936Z
10,5,,1279,11230,2026-09-04T19:45:10.951936Z
11,27,80.303,1279,11230,2026-09-04T19:45:10.951936Z
12,87,80.311,1279,11230,2026-09-04T19:45:10.951936Z
13,31,80.491,1279,11230,2026-09-04T19:45:10.951936Z
14,10,80.501,1279,11230,2026-09-04T19:45:10.951936Z
15,23,80.941,1279,11230,2026-09-04T19:45:10.951936Z
16,43,81.27,1279,11230,2026-09-04T19:45:10.951936Z
17,14,81.969,1279,11230,2026-09-04T19:45:10.951936Z
18,11,82.605,1279,11230,2026-09-04T19:45:10.951936Z
19,77,83.244,1279,11230,2026-09-04T19:45:10.951936Z
20,3,,1279,11230,2026-09-04T19:45:10.951936Z
21,55,,1279,11230,2026-09-04T19:45:10.951936Z
22,18,,1279,11230,2026-09-04T19:45:10.951936Z
1,12,92.064,1280,11241,2026-09-04T19:46:08.934516Z
2,63,92.286,1280,11241,2026-09-04T19:46:08.934516Z
3,44,92.415,1280,11241,2026-09-04T19:46:08.934516Z
4,16,92.428,1280,11241,2026-09-04T19:46:08.934516Z
5,81,92.55,1280,11241,2026-09-04T19:46:08.934516Z
6,1,92.608,1280,11241,2026-09-04T19:46:08.934516Z
7,10,92.873,1280,11241,2026-09-04T19:46:08.934516Z
8,3,93.002,1280,11241,2026-09-04T19:46:08.934516Z
9,6,93.121,1280,11241,2026-09-04T19:46:08.934516Z
10,87,93.292,1280,11241,2026-09-04T19:46:08.934516Z
11,27,93.354,1280,11241,2026-09-04T19:46:08.934516Z
12,43,93.357,1280,11241,2026-09-04T19:46:08.934516Z
13,31,93.538,1280,11241,2026-09-04T19:46:08.934516Z
14,30,93.765,1280,11241,2026-09-04T19:46:08.934516Z
15,41,93.784,1280,11241,2026-09-04T19:46:08.934516Z
16,5,93.965,1280,11241,2026-09-04T19:46:08.934516Z
17,55,94.317,1280,11241,2026-09-04T19:46:08.934516Z
